id,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZA,13000,16000,20000,23000,25000,28000,30000,31000,32000,32000,32000,32000,31000,30000,28000,26000,24000,21000,18000,17000,11000,9900,8600,8100,8300,9600,10000
USA,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100
UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,<100,<100,<100,<100,<200,<200,<200,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500
VNM,<100,<100,<100,<100,<100,<100,<200,<200,<500,<500,<500,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<500,<500,<500
YEM,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100
ZMB,9000,11000,14000,16000,18000,20000,21000,22000,23000,23000,23000,22000,22000,22000,20000,18000,16000,16000,14000,12000,10000,11000,10000,12000,12000,7900,8900
ZWE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,170000,200000,230000,270000,310000,340000,380000,410000,430000,450000,460000,460000,470000,460000,450000,430000,410000,380000,360000,320000,300000,270000,250000,220000,190000,170000,160000
