id,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
MLI,1100,1300,1500,1700,2000,2200,2300,2500,2700,2800,3000,3100,3200,3200,3200,3100,3100,2800,2500,2400,2300,2100,2200,2500,2800,2800,2700
MLT,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100
MRT,<100,<100,<100,<100,<100,<100,<100,<200,<200,<500,<500,<500,<500,<500,<500,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000
MEX,2200,2500,2900,3300,3700,3800,4000,4300,4700,5100,5300,5100,5000,4700,4400,4600,4600,4200,4100,4000,4200,4400,4400,4100,4000,3900,3300
MNG,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100
MNE,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100
MAR,<100,<100,<100,<100,<100,<100,<100,<100,<200,<200,<200,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<1000
MOZ,1200,1700,2300,3100,4000,5100,6400,7800,9400,11000,13000,16000,18000,20000,23000,25000,27000,27000,27000,27000,28000,29000,31000,32000,32000,31000,30000
MMR,<100,<100,<500,<1000,1000,1600,2400,3300,4200,5200,6300,7400,8500,9700,11000,12000,12000,12000,11000,11000,11000,11000,10000,8900,7700,6600,5700
NAM,<100,<100,<200,<500,<500,<1000,<1000,1200,1700,2100,2600,3100,3600,4000,4200,4100,3700,2900,2200,1900,1900,1800,1700,1700,1700,1800,2000
NPL,<100,<100,<100,<100,<100,<100,<100,<200,<500,<500,<1000,<1000,<1000,1200,1400,1600,1700,1800,1800,1700,1700,1700,1600,1600,1500,1400,1300
NLD,<500,<500,<500,<500,<500,<500,<500,<200,<100,<100,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<200,<500,<500,<200
NZL,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIC,<100,<100,<100,<100,<200,<200,<200,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500
NER,<100,<200,<200,<500,<500,<500,<1000,<1000,<1000,1200,1400,1600,1800,2000,2200,2300,2300,2300,2300,2300,2000,2000,1900,1800,1700,1800,1800
NGA,15000,18000,21000,25000,28000,33000,37000,42000,48000,54000,61000,68000,74000,81000,86000,90000,93000,93000,96000,93000,93000,94000,92000,91000,86000,83000,81000
NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMN,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAK,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<200,<500,<500,<1000,1200,1600,2100,2600,3100,3500
PAN,<100,<100,<200,<200,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500
PNG,<100,<100,<100,<100,<100,<100,<100,<200,<200,<500,<500,<500,<500,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<1000,<500,<500
PRY,<100,<100,<100,<100,<100,<100,<100,<200,<200,<200,<200,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<1000,<1000
PER,2200,2500,2800,3100,3300,3500,3600,3800,3800,3900,3900,3900,3900,3700,3500,3500,3300,3000,2700,2500,2000,1400,1400,1300,1400,1400,1700
PHL,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<200,<200,<200,<200,<500,<500,<500
POL,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAT,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100
KOR,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<200,<200,<200,<200,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500
ROU,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<500,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100
RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA,<1000,<1000,1100,1400,1700,2100,2600,3200,3800,4400,4900,5400,5700,6000,6100,5500,4200,3000,2400,2000,1600,1300,1100,1100,1100,1100,1100
SAU,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<100,<200,<200,<200,<200
